ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M
09,Ciudad de México,011,Tláhuac,0089,El Tetecon (El Solitario)," 99°01'29.874"" W","19°19'09.387"" N",2346,16,11,5,0,0,0,16,11,5,16,11,5,15,11,4,15,11,4,13,10,3,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,8,2,2,0
09,Ciudad de México,011,Tláhuac,0094,Chinampa San Juan," 99°00'35.938"" W","19°16'17.789"" N",2239,18,10,8,1,1,0,17,9,8,16,9,7,12,7,5,11,6,5,11,6,5,1,0,1,4,2,2,5,3,2,1,1,0,0,0,0,0,0,0,5,2,1,1
09,Ciudad de México,011,Tláhuac,0103,Paraje Xometitla," 98°57'48.536"" W","19°13'12.837"" N",2237,145,75,70,5,2,3,140,73,67,134,71,63,107,56,51,101,53,48,97,52,45,10,3,7,23,14,9,26,16,10,6,3,3,4,1,3,16,10,6,40,8,5,3
09,Ciudad de México,011,Tláhuac,0104,San Ignacio de Loyola," 98°57'24.472"" W","19°13'01.858"" N",2234,856,449,407,45,23,22,811,426,385,791,415,376,675,355,320,630,329,301,577,296,281,35,20,15,101,51,50,114,64,50,45,26,19,53,33,20,130,65,65,265,50,26,24
09,Ciudad de México,011,Tláhuac,0108,Paraje Ayecac," 98°58'10.368"" W","19°13'31.000"" N",2236,81,34,47,3,1,2,78,33,45,78,33,45,59,26,33,55,26,29,48,22,26,3,0,3,16,7,9,14,4,10,4,0,4,7,4,3,9,3,6,20,8,4,4
09,Ciudad de México,011,Tláhuac,0110,La Ciénega," 99°01'19.134"" W","19°17'15.245"" N",2231,3050,1560,1490,182,98,84,2868,1462,1406,2751,1395,1356,2276,1148,1128,2081,1049,1032,1915,974,941,171,97,74,421,217,204,479,247,232,195,99,96,166,75,91,397,208,189,885,136,63,73
09,Ciudad de México,011,Tláhuac,0111,Chinampas Tetelco," 98°58'04.958"" W","19°13'08.363"" N",2236,24,13,11,1,1,0,23,12,11,23,12,11,20,11,9,20,11,9,19,10,9,0,0,0,3,1,2,3,1,2,0,0,0,1,1,0,4,2,2,8,1,0,1
09,Ciudad de México,011,Tláhuac,0113,Lomas de Xocotlán," 98°57'58.795"" W","19°12'46.659"" N",2238,238,125,113,11,4,7,227,121,106,223,119,104,188,101,87,168,94,74,155,85,70,8,5,3,31,15,16,43,18,25,20,7,13,13,9,4,31,16,15,71,8,6,2
09,Ciudad de México,011,Tláhuac,0119,Tierra Blanca Parte Alta," 99°00'35.035"" W","19°13'57.433"" N",2369,178,91,87,11,7,4,167,84,83,164,81,83,136,65,71,125,63,62,113,60,53,5,4,1,26,15,11,28,12,16,11,2,9,12,3,9,27,14,13,49,9,6,3
09,Ciudad de México,011,Tláhuac,0126,Camino a Tlaltenco," 99°01'36.170"" W","19°18'18.334"" N",2254,71,30,41,0,0,0,71,30,41,69,29,40,54,24,30,49,21,28,39,18,21,3,1,2,14,5,9,14,5,9,5,3,2,10,3,7,8,3,5,18,3,1,2
09,Ciudad de México,011,Tláhuac,0128,Prolongación Peña Alta," 99°00'26.305"" W","19°13'34.061"" N",2383,101,62,39,2,2,0,99,60,39,95,56,39,83,48,35,73,41,32,62,36,26,5,4,1,11,8,3,19,14,5,10,7,3,11,5,6,9,6,3,35,4,1,3
09,Ciudad de México,011,Tláhuac,0129,Rancho los Pollitos," 99°00'17.459"" W","19°17'54.371"" N",2257,23,13,10,1,1,0,22,12,10,21,12,9,20,11,9,19,10,9,19,10,9,1,0,1,1,1,0,2,2,0,1,1,0,0,0,0,4,3,1,7,3,2,1
09,Ciudad de México,011,Tláhuac,0133,Ejido de San Juan Ixtayopan," 98°59'31.537"" W","19°14'40.336"" N",2234,20,10,10,0,0,0,20,10,10,20,10,10,16,9,7,15,8,7,12,6,6,0,0,0,4,1,3,4,2,2,1,1,0,3,2,1,2,1,1,7,2,1,1
09,Ciudad de México,011,Tláhuac,0134,Tabla Telocuatitla," 98°58'48.255"" W","19°17'44.725"" N",2239,34,15,19,3,1,2,31,14,17,30,13,17,26,11,15,24,10,14,24,10,14,2,1,1,3,2,1,4,2,2,2,1,1,0,0,0,4,1,3,6,3,1,2
09,Ciudad de México,011,Tláhuac,0136,El Pato," 98°59'47.926"" W","19°15'02.896"" N",2234,359,189,170,12,9,3,347,180,167,332,174,158,274,145,129,252,132,120,236,122,114,22,9,13,51,26,25,58,29,29,22,13,9,16,10,6,41,19,22,104,26,11,15
09,Ciudad de México,011,Tláhuac,0137,Ejido de Tláhuac," 98°59'39.641"" W","19°15'43.113"" N",2227,77,33,44,5,0,5,72,33,39,70,32,38,62,26,36,55,22,33,54,22,32,4,3,1,6,4,2,10,6,4,7,4,3,1,0,1,10,6,4,15,5,2,3
09,Ciudad de México,011,Tláhuac,0140,El Paraíso (Mecoxtla)," 98°58'36.217"" W","19°19'26.933"" N",2335,1436,703,733,57,23,34,1379,680,699,1329,655,674,1101,556,545,1019,521,498,924,473,451,77,33,44,201,91,110,225,101,124,82,35,47,95,48,47,195,93,102,429,58,30,28
09,Ciudad de México,011,Tláhuac,0141,Colonia los 500 metros," 98°58'14.513"" W","19°19'22.277"" N",2283,405,185,220,12,6,6,393,179,214,384,176,208,338,156,182,310,141,169,282,131,151,13,5,8,42,18,24,59,28,31,28,15,13,28,10,18,53,22,31,106,34,19,15
09,Ciudad de México,011,Tláhuac,0142,Ampliación San Miguel," 98°58'12.312"" W","19°17'37.744"" N",2235,276,134,142,16,7,9,260,127,133,250,121,129,214,109,105,197,98,99,187,93,94,17,6,11,29,12,17,35,19,16,17,11,6,10,5,5,42,21,21,85,17,7,10
09,Ciudad de México,011,Tláhuac,0145,Xalpa (López Portillo)," 99°01'24.861"" W","19°18'21.080"" N",2262,240,125,115,22,14,8,218,111,107,207,107,100,175,94,81,160,86,74,149,81,68,16,7,9,27,10,17,33,16,17,15,8,7,11,5,6,37,19,18,71,11,7,4
09,Ciudad de México,011,Tláhuac,0146,Piñón," 99°00'53.102"" W","19°18'19.418"" N",2280,54,28,26,2,2,0,52,26,26,51,25,26,44,22,22,43,22,21,39,20,19,1,1,0,7,3,4,6,2,4,1,0,1,4,2,2,7,3,4,16,2,2,0
09,Ciudad de México,011,Tláhuac,0148,Puertantitla (Camino al Cerro)," 99°00'45.500"" W","19°18'09.479"" N",2267,275,137,138,11,6,5,264,131,133,254,126,128,218,109,109,206,102,104,192,94,98,15,7,8,31,15,16,28,14,14,12,7,5,14,8,6,40,18,22,78,18,8,10
09,Ciudad de México,011,Tláhuac,0149,Prolongación el Rosario," 99°00'37.147"" W","19°14'06.203"" N",2352,152,81,71,11,6,5,141,75,66,138,74,64,110,59,51,100,50,50,95,47,48,5,2,3,26,14,12,26,15,11,10,9,1,5,3,2,15,7,8,37,11,5,6
09,Ciudad de México,011,Tláhuac,0150,La Nopalera," 99°00'44.631"" W","19°14'17.325"" N",2354,26,13,13,2,0,2,24,13,11,23,12,11,22,12,10,22,12,10,20,10,10,1,1,0,1,0,1,1,0,1,0,0,0,2,2,0,4,3,1,8,2,1,1
09,Ciudad de México,011,Tláhuac,0152,Bugambilias," 98°59'11.867"" W","19°18'00.106"" N",2260,13,3,10,0,0,0,13,3,10,13,3,10,12,3,9,10,2,8,8,2,6,0,0,0,1,0,1,3,1,2,2,1,1,2,0,2,2,0,2,2,3,0,3
09,Ciudad de México,011,Tláhuac,0153,Tezontitla," 99°00'11.930"" W","19°18'12.521"" N",2276,25,12,13,0,0,0,25,12,13,24,12,12,22,10,12,20,8,12,19,8,11,1,0,1,2,2,0,4,4,0,2,2,0,1,0,1,5,1,4,5,3,1,2
09,Ciudad de México,011,Tláhuac,0154,Xalatlayco," 99°00'21.503"" W","19°18'09.316"" N",2274,145,67,78,9,3,6,136,64,72,133,62,71,115,54,61,108,51,57,98,45,53,5,3,2,16,7,9,20,7,13,7,3,4,10,6,4,14,6,8,39,13,6,7
09,Ciudad de México,011,Tláhuac,0155,El Capulín," 98°59'52.790"" W","19°19'05.701"" N",2434,30,16,14,1,1,0,29,15,14,29,15,14,26,13,13,24,11,13,22,10,12,0,0,0,3,2,1,4,4,0,2,2,0,2,1,1,7,2,5,10,0,0,0
09,Ciudad de México,011,Tláhuac,0156,Las Palmas," 99°00'05.935"" W","19°18'20.481"" N",2300,13,7,6,1,1,0,12,6,6,12,6,6,8,4,4,8,4,4,7,3,4,1,1,0,3,1,2,3,1,2,0,0,0,1,1,0,3,1,2,4,0,0,0
09,Ciudad de México,011,Tláhuac,0159,Apoyautla (Cerro de Guadalupe)," 99°00'21.918"" W","19°18'03.771"" N",2262,263,120,143,12,6,6,251,114,137,241,110,131,206,99,107,183,85,98,168,81,87,15,5,10,30,10,20,42,22,20,23,14,9,15,4,11,42,19,23,72,8,3,5
09,Ciudad de México,011,Tláhuac,0160,Las Nieves (Almoloya)," 98°57'51.690"" W","19°12'52.368"" N",2235,124,56,68,6,2,4,118,54,64,116,54,62,97,44,53,88,40,48,84,39,45,7,2,5,14,8,6,20,10,10,9,4,5,4,1,3,19,5,14,28,5,2,3
09,Ciudad de México,011,Tláhuac,0161,La Cruz," 99°01'04.134"" W","19°14'03.226"" N",2453,31,12,19,4,2,2,27,10,17,25,9,16,22,8,14,22,8,14,20,8,12,2,1,1,3,1,2,2,1,1,0,0,0,2,0,2,3,1,2,7,1,0,1
09,Ciudad de México,011,Tláhuac,0162,Mixtlaplan," 99°00'51.366"" W","19°18'29.826"" N",2293,90,39,51,6,2,4,84,37,47,80,33,47,71,28,43,63,25,38,54,22,32,5,5,0,8,4,4,13,5,8,8,3,5,9,3,6,13,3,10,20,3,1,2
09,Ciudad de México,011,Tláhuac,0163,El Llano," 98°58'36.376"" W","19°13'25.954"" N",2232,70,41,29,0,0,0,70,41,29,69,41,28,58,35,23,50,30,20,45,27,18,2,1,1,10,5,5,15,8,7,8,5,3,5,3,2,3,3,0,23,2,1,1
09,Ciudad de México,011,Tláhuac,9998,Localidades de una vivienda,,,,14,7,7,1,1,0,13,6,7,13,6,7,12,5,7,10,4,6,10,4,6,1,1,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,3,1,0,1
09,Ciudad de México,011,Tláhuac,9999,Localidades de dos viviendas,,,,46,25,21,0,0,0,46,25,21,40,21,19,31,16,15,29,14,15,28,14,14,6,4,2,9,5,4,7,5,2,2,2,0,1,0,1,5,4,1,13,3,0,3
09,Ciudad de México,012,Tlalpan,0001,Tlalpan," 99°10'01.654"" W","19°17'17.790"" N",2280,599935,314284,285651,15060,7446,7614,584412,306604,277808,571481,300245,271236,519076,274458,244618,494840,262426,232414,469298,249990,219308,19874,9803,10071,45462,22343,23119,55171,27180,27991,24236,12032,12204,25542,12436,13106,67278,33163,34115,164958,99667,56695,42972
09,Ciudad de México,012,Tlalpan,0019,Parres (El Guarda)," 99°10'30.209"" W","19°08'10.328"" N",2994,3197,1604,1593,137,60,77,3060,1544,1516,2935,1476,1459,2538,1293,1245,2378,1217,1161,2222,1140,1082,176,89,87,346,162,184,382,171,211,160,76,84,156,77,79,396,193,203,896,318,157,161
09,Ciudad de México,012,Tlalpan,0026,San Miguel Ajusco," 99°12'14.282"" W","19°13'04.690"" N",2933,37282,19108,18174,1304,637,667,35915,18439,17476,34836,17877,16959,30361,15686,14675,28458,14728,13730,26511,13793,12718,1657,854,803,3897,1899,1998,4578,2238,2340,1903,958,945,1947,935,1012,4566,2251,2315,10499,3778,2021,1757
09,Ciudad de México,012,Tlalpan,0027,San Miguel Topilejo," 99°08'29.034"" W","19°12'04.891"" N",2649,41087,20914,20173,1582,752,830,39505,20162,19343,38254,19514,18740,33289,17109,16180,31009,16041,14968,28883,14982,13901,1935,1001,934,4281,2052,2229,5223,2502,2721,2280,1068,1212,2126,1059,1067,5215,2553,2662,11668,3790,2063,1727
09,Ciudad de México,012,Tlalpan,0105,Apapaxtles," 99°13'40.845"" W","19°12'28.866"" N",3091,67,31,36,5,2,3,62,29,33,56,25,31,48,23,25,45,22,23,42,21,21,6,4,2,8,2,6,8,3,5,3,1,2,3,1,2,8,4,4,18,1,1,0
09,Ciudad de México,012,Tlalpan,0112,Cañada del Acueducto," 99°12'33.272"" W","19°12'17.345"" N",3029,161,78,83,5,2,3,156,76,80,148,71,77,115,57,58,109,54,55,100,51,49,15,8,7,26,11,15,17,8,9,6,3,3,9,3,6,16,11,5,43,9,3,6
09,Ciudad de México,012,Tlalpan,0114,Cuamino," 99°13'58.112"" W","19°12'30.172"" N",3159,11,6,5,0,0,0,11,6,5,11,6,5,11,6,5,11,6,5,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,3,3,1,2
09,Ciudad de México,012,Tlalpan,0124,Héroes de 1910," 99°14'04.497"" W","19°14'49.282"" N",2947,571,266,305,19,7,12,552,259,293,535,251,284,471,227,244,440,215,225,418,207,211,31,13,18,50,19,31,69,25,44,31,12,19,22,8,14,59,26,33,152,76,36,40
09,Ciudad de México,012,Tlalpan,0128,Las Raíces," 99°09'30.264"" W","19°10'09.468"" N",2884,25,11,14,2,1,1,23,10,13,23,10,13,22,10,12,19,10,9,17,8,9,0,0,0,1,0,1,3,0,3,3,0,3,2,2,0,5,3,2,9,0,0,0
09,Ciudad de México,012,Tlalpan,0130,Kilómetro 36.5 (El Crucero)," 99°09'46.595"" W","19°09'16.290"" N",2935,69,38,31,5,4,1,64,34,30,60,33,27,47,28,19,45,28,17,40,24,16,6,2,4,11,4,7,7,1,6,2,0,2,5,4,1,13,7,6,25,1,0,1
09,Ciudad de México,012,Tlalpan,0131,Las Maravillas (Kilómetro 37)," 99°09'56.371"" W","19°08'54.795"" N",2945,45,25,20,0,0,0,45,25,20,42,24,18,35,19,16,33,17,16,29,14,15,4,2,2,6,4,2,7,5,2,2,2,0,4,3,1,6,2,4,16,2,1,1
09,Ciudad de México,012,Tlalpan,0132,Kilómetro 33.5," 99°09'38.665"" W","19°10'43.345"" N",2865,7,2,5,0,0,0,7,2,5,7,2,5,7,2,5,7,2,5,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
09,Ciudad de México,012,Tlalpan,0135,Lomas de Tepemecatl," 99°14'25.756"" W","19°14'17.596"" N",2960,4058,2029,2029,200,98,102,3856,1930,1926,3719,1856,1863,3143,1568,1575,2891,1448,1443,2673,1337,1336,221,121,100,492,241,251,577,278,299,252,120,132,218,111,107,502,266,236,1159,231,102,129
09,Ciudad de México,012,Tlalpan,0144,Piedra Larga," 99°08'15.733"" W","19°11'25.771"" N",2746,532,260,272,25,11,14,507,249,258,493,244,249,418,205,213,381,183,198,347,164,183,24,11,13,65,33,32,85,45,40,37,22,15,34,19,15,70,29,41,145,34,17,17
09,Ciudad de México,012,Tlalpan,0159,La Pedrera," 99°10'27.034"" W","19°12'09.307"" N",2816,92,45,47,1,1,0,91,44,47,90,43,47,75,37,38,69,34,35,62,30,32,2,1,1,14,6,8,13,7,6,6,3,3,7,4,3,8,3,5,27,8,3,5
09,Ciudad de México,012,Tlalpan,0161,El Pedregal," 99°12'20.949"" W","19°14'09.003"" N",2869,822,402,420,42,17,25,780,385,395,756,373,383,636,321,315,588,299,289,548,276,272,41,16,25,103,48,55,118,53,65,48,22,26,40,23,17,102,48,54,237,58,25,33
09,Ciudad de México,012,Tlalpan,0162,El Sifón," 99°10'09.945"" W","19°09'49.463"" N",3012,103,53,50,10,5,5,93,48,45,91,47,44,77,40,37,72,36,36,66,32,34,2,1,1,14,7,7,16,10,6,5,4,1,6,4,2,16,8,8,32,2,1,1
09,Ciudad de México,012,Tlalpan,0168,Chalcuitongo (La Asunción)," 99°08'42.269"" W","19°11'00.995"" N",2748,1048,522,526,50,31,19,998,491,507,956,471,485,800,387,413,747,358,389,681,333,348,61,32,29,137,72,65,154,83,71,53,29,24,66,25,41,140,69,71,288,51,24,27
09,Ciudad de México,012,Tlalpan,0175,Siete Ocotes," 99°09'27.041"" W","19°09'44.278"" N",2912,35,17,18,3,1,2,32,16,16,32,16,16,31,15,16,29,14,15,28,13,15,0,0,0,1,1,0,3,2,1,2,1,1,1,1,0,5,3,2,11,4,2,2
09,Ciudad de México,012,Tlalpan,0179,El Charco," 99°13'31.517"" W","19°14'04.146"" N",2952,759,384,375,30,19,11,729,365,364,702,350,352,617,314,303,569,288,281,536,272,264,39,19,20,73,32,41,96,48,48,48,26,22,33,16,17,111,62,49,227,50,22,28
09,Ciudad de México,012,Tlalpan,0187,Huinixco," 99°09'44.861"" W","19°10'29.689"" N",2907,271,137,134,9,5,4,262,132,130,249,129,120,220,114,106,207,109,98,187,95,92,19,6,13,23,12,11,26,11,15,13,5,8,20,14,6,42,19,23,85,13,6,7
09,Ciudad de México,012,Tlalpan,0198,La Troje," 99°13'53.112"" W","19°12'38.854"" N",3147,18,9,9,1,0,1,17,9,8,17,9,8,16,8,8,14,6,8,13,6,7,0,0,0,1,1,0,3,3,0,2,2,0,1,0,1,2,0,2,4,4,2,2
09,Ciudad de México,012,Tlalpan,0210,El Arenal," 99°11'10.391"" W","19°14'00.915"" N",2743,65,32,33,2,0,2,63,32,31,59,30,29,52,29,23,46,27,19,43,24,19,4,2,2,7,1,6,11,3,8,6,2,4,3,3,0,1,0,1,19,4,2,2
09,Ciudad de México,012,Tlalpan,0216,Cuanejaque," 99°10'35.984"" W","19°11'46.121"" N",2842,239,115,124,10,7,3,229,108,121,226,107,119,193,93,100,182,88,94,176,86,90,8,4,4,28,11,17,28,11,17,11,5,6,6,2,4,24,9,15,57,33,15,18
09,Ciudad de México,012,Tlalpan,0217,El Oyameyo," 99°10'17.103"" W","19°11'17.628"" N",2913,189,87,102,2,1,1,187,86,101,183,85,98,163,74,89,154,68,86,146,65,81,4,1,3,20,11,9,24,16,8,9,6,3,8,3,5,18,7,11,41,31,16,15
09,Ciudad de México,012,Tlalpan,0218,Parada Oyameyo (Kilómetro 31.5)," 99°10'02.326"" W","19°11'32.531"" N",2832,112,55,57,1,1,0,111,54,57,109,52,57,99,48,51,96,46,50,90,44,46,4,3,1,8,3,5,10,5,5,3,2,1,6,2,4,17,7,10,32,15,6,9
09,Ciudad de México,012,Tlalpan,0220,La Campana," 99°14'38.584"" W","19°15'03.527"" N",2909,20,11,9,1,1,0,19,10,9,19,10,9,15,9,6,13,8,5,13,8,5,1,1,0,3,0,3,5,1,4,2,1,1,0,0,0,1,0,1,4,3,1,2
09,Ciudad de México,012,Tlalpan,0221,La Rufina," 99°13'59.865"" W","19°13'55.629"" N",2968,50,23,27,0,0,0,50,23,27,48,22,26,42,18,24,41,18,23,38,16,22,2,1,1,6,4,2,6,3,3,1,0,1,3,2,1,7,2,5,14,4,2,2
09,Ciudad de México,012,Tlalpan,0222,Nopaltitla," 99°12'52.976"" W","19°14'06.544"" N",2932,669,340,329,30,13,17,639,327,312,609,318,291,542,283,259,500,260,240,472,244,228,39,14,25,58,30,28,78,38,40,42,23,19,28,16,12,90,51,39,204,41,19,22
09,Ciudad de México,012,Tlalpan,0237,Xomulco (Oyamertonco)," 99°13'40.709"" W","19°13'06.727"" N",3057,36,13,23,0,0,0,36,13,23,35,13,22,32,11,21,30,11,19,30,11,19,1,0,1,3,2,1,3,1,2,2,0,2,0,0,0,9,3,6,7,3,0,3
09,Ciudad de México,012,Tlalpan,0254,Barranquilla," 99°11'00.120"" W","19°11'26.354"" N",2955,18,9,9,1,1,0,17,8,9,17,8,9,16,8,8,15,7,8,15,7,8,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,4,3,1,5,3,2,1
09,Ciudad de México,012,Tlalpan,0269,Temaxcatitla (Kilómetro 32.2)," 99°09'46.691"" W","19°11'07.717"" N",2826,65,25,40,1,1,0,64,24,40,63,24,39,58,23,35,55,22,33,55,22,33,2,1,1,4,0,4,6,1,5,3,1,2,0,0,0,8,3,5,12,8,4,4
09,Ciudad de México,012,Tlalpan,0272,Colonia Ocotla," 99°09'31.685"" W","19°12'57.912"" N",2823,121,59,62,4,2,2,117,57,60,108,51,57,100,48,52,88,41,47,82,36,46,10,7,3,7,2,5,16,8,8,12,7,5,6,5,1,15,6,9,32,13,5,8
09,Ciudad de México,012,Tlalpan,0275,Kilómetro 29.5," 99°09'23.913"" W","19°12'22.270"" N",2804,44,24,20,0,0,0,44,24,20,44,24,20,38,22,16,38,22,16,33,18,15,0,0,0,6,2,4,6,2,4,0,0,0,5,4,1,4,3,1,19,2,0,2
09,Ciudad de México,012,Tlalpan,0276,Lomas del Capulín (Kilómetro 30)," 99°09'45.716"" W","19°12'15.805"" N",2827,529,271,258,21,13,8,508,258,250,488,250,238,417,218,199,394,202,192,367,186,181,27,11,16,64,29,35,66,36,30,23,16,7,27,16,11,73,39,34,161,27,17,10
09,Ciudad de México,012,Tlalpan,0277,Tlatepancaltitla (Kilómetro 30.5)," 99°09'49.332"" W","19°12'03.835"" N",2787,55,33,22,0,0,0,55,33,22,53,32,21,46,27,19,42,25,17,41,25,16,3,2,1,6,4,2,7,5,2,4,2,2,1,0,1,6,4,2,17,6,4,2
09,Ciudad de México,012,Tlalpan,0280,Tlalalpuente," 99°13'14.642"" W","19°12'20.364"" N",3116,21,10,11,1,1,0,20,9,11,19,9,10,19,9,10,16,7,9,13,6,7,1,0,1,0,0,0,3,2,1,3,2,1,3,1,2,1,0,1,5,6,2,4
09,Ciudad de México,012,Tlalpan,0282,Ocotla Chico," 99°10'08.853"" W","19°12'39.068"" N",2896,943,485,458,36,16,20,907,469,438,878,457,421,730,383,347,671,353,318,618,331,287,52,22,30,125,64,61,144,71,73,59,30,29,53,22,31,105,59,46,268,66,40,26
09,Ciudad de México,012,Tlalpan,0283,Paraje Atonco," 99°13'37.069"" W","19°12'47.833"" N",3110,31,14,17,1,0,1,30,14,16,30,14,16,25,12,13,22,11,11,17,8,9,0,0,0,5,2,3,7,3,4,3,1,2,5,3,2,3,1,2,9,1,1,0
09,Ciudad de México,012,Tlalpan,0290,La Herradura," 99°11'44.862"" W","19°14'04.976"" N",2792,793,389,404,34,11,23,759,378,381,734,364,370,624,313,311,581,292,289,531,268,263,43,20,23,92,45,47,101,44,57,43,21,22,50,24,26,105,46,59,230,49,28,21
09,Ciudad de México,012,Tlalpan,0291,Carretera al Ajusco," 99°11'18.676"" W","19°14'06.708"" N",2757,49,25,24,3,3,0,46,22,24,45,22,23,40,18,22,39,18,21,37,17,20,1,0,1,5,4,1,5,3,2,1,0,1,2,1,1,7,3,4,12,5,3,2
09,Ciudad de México,012,Tlalpan,0295,Chahualixcantitla," 99°10'01.621"" W","19°10'58.712"" N",2891,16,9,7,0,0,0,16,9,7,16,9,7,14,7,7,12,5,7,9,4,5,1,1,0,1,1,0,2,2,0,2,2,0,3,1,2,0,0,0,4,1,1,0
09,Ciudad de México,012,Tlalpan,0296,Lomas de San José," 99°09'52.348"" W","19°10'22.443"" N",2944,69,32,37,2,1,1,67,31,36,65,29,36,52,24,28,49,23,26,44,19,25,4,2,2,11,5,6,11,4,7,3,1,2,5,4,1,7,2,5,19,8,2,6
09,Ciudad de México,012,Tlalpan,0300,Colonia San Juan," 99°12'44.414"" W","19°12'25.567"" N",3023,219,99,120,7,3,4,212,96,116,204,91,113,162,79,83,154,73,81,146,69,77,16,8,8,34,9,25,28,9,19,8,6,2,8,4,4,26,8,18,54,16,9,7
09,Ciudad de México,012,Tlalpan,0301,Colonia Aguayoto," 99°12'59.800"" W","19°12'20.643"" N",3098,325,156,169,7,4,3,318,152,166,313,151,162,272,130,142,252,122,130,236,115,121,12,5,7,34,17,17,43,20,23,20,8,12,16,7,9,27,15,12,90,28,15,13
09,Ciudad de México,012,Tlalpan,0302,Los Encinos," 99°07'49.616"" W","19°11'51.551"" N",2595,96,41,55,5,1,4,91,40,51,89,39,50,77,35,42,71,33,38,68,31,37,2,1,1,12,4,8,14,4,10,6,2,4,3,2,1,15,7,8,26,8,2,6
09,Ciudad de México,012,Tlalpan,0310,Camino a la Venta," 99°11'39.006"" W","19°13'11.651"" N",2835,51,25,26,5,4,1,46,21,25,44,20,24,35,16,19,32,15,17,28,13,15,4,2,2,7,3,4,8,4,4,3,1,2,4,2,2,7,3,4,15,1,0,1
09,Ciudad de México,012,Tlalpan,0311,La Monera," 99°11'20.710"" W","19°14'14.562"" N",2753,15,6,9,0,0,0,15,6,9,15,6,9,12,5,7,11,5,6,11,5,6,1,0,1,2,1,1,2,0,2,1,0,1,0,0,0,1,0,1,3,1,0,1
09,Ciudad de México,012,Tlalpan,0317,El Tianguillo," 99°15'07.541"" W","19°13'38.944"" N",3164,5,2,3,0,0,0,5,2,3,5,2,3,5,2,3,5,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1
09,Ciudad de México,012,Tlalpan,0319,Popotenco," 99°09'45.254"" W","19°11'14.109"" N",2554,20,11,9,0,0,0,20,11,9,18,10,8,18,10,8,18,10,8,17,10,7,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,5,4,3,1
09,Ciudad de México,012,Tlalpan,0325,Planta Abasolo," 99°11'38.126"" W","19°14'01.453"" N",2783,93,51,42,3,2,1,90,49,41,87,47,40,67,38,29,63,36,27,58,32,26,8,4,4,15,7,8,11,5,6,4,2,2,5,4,1,10,6,4,29,5,2,3
09,Ciudad de México,012,Tlalpan,0326,Cuauhtenco," 99°09'00.337"" W","19°13'06.967"" N",2718,10,6,4,0,0,0,10,6,4,10,6,4,9,5,4,9,5,4,8,5,3,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,4,0,0,0
09,Ciudad de México,012,Tlalpan,0328,Ejidos de San Andrés Totoltepec," 99°13'44.931"" W","19°15'13.470"" N",2904,384,189,195,12,6,6,372,183,189,362,176,186,319,156,163,287,140,147,268,128,140,17,10,7,36,17,19,54,26,28,32,16,16,19,12,7,47,21,26,106,37,15,22
09,Ciudad de México,012,Tlalpan,0333,Prolongación Acueducto," 99°12'17.971"" W","19°11'56.763"" N",3046,20,10,10,1,1,0,19,9,10,19,9,10,18,9,9,17,8,9,14,7,7,0,0,0,1,0,1,2,1,1,1,1,0,3,1,2,2,2,0,6,2,0,2
09,Ciudad de México,012,Tlalpan,0339,El Oyamel," 99°14'31.441"" W","19°13'49.320"" N",3033,7,4,3,0,0,0,7,4,3,7,4,3,7,4,3,7,4,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,3,1,0,1
09,Ciudad de México,012,Tlalpan,0342,Rancho Matamoros," 99°13'56.338"" W","19°11'55.392"" N",3280,10,4,6,0,0,0,10,4,6,10,4,6,9,3,6,9,3,6,9,3,6,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,1,2,3,0,0,0
09,Ciudad de México,012,Tlalpan,0346,Tepehuaxotla (Prolongación Pirámide)," 99°12'29.171"" W","19°12'29.322"" N",2970,156,85,71,8,4,4,148,81,67,141,78,63,126,69,57,116,62,54,107,55,52,9,3,6,13,9,4,17,10,7,10,7,3,9,7,2,30,15,15,49,11,2,9
